model,provider,project,run,story_id,criterion,decision,evidence,rationale,related_story_ids,confidence,ground_truth,error_type
GPT-5.2,openai,BADCamp,1,BC-023,Independent,Violation,identify myself as and pay for a $350 company sponsorship,Paying for sponsorship depends on having payment processing/charging capability.,"[""BC-030""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-025,Independent,Violation,view venue details,Viewing venue details depends on venues being created/maintained.,"[""BC-024""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-026,Independent,Violation,see a list of the sessions associated with sponsor attendees,Depends on sessions existing and on sponsor-attendee associations.,"[""BC-056"", ""BC-031""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-028,Independent,Violation,"assign sponsors to events, trainings and summits",Requires sponsors and events/trainings/summits to exist before they can be assigned.,"[""BC-001"", ""BC-017"", ""BC-047""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-029,Independent,Violation,"see all events, trainings and summits that a sponsor is sponsoring",Depends on sponsors being assigned to events/trainings/summits.,"[""BC-028""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-031,Independent,Violation,link BADCamp attendees to my sponsorship page,Requires sponsorship pages and attendee accounts to exist to create the linkage.,"[""BC-064"", ""BC-068""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-032,Independent,Violation,update my user profile,Updating a profile depends on having a user account/profile created first.,"[""BC-068""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-034,Independent,Violation,tag my blog posts for consumption by Drupal Planet,Tagging blog posts presupposes blog posts exist to be tagged.,"[""BC-035""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-036,Independent,Violation,read the blog,Reading the blog depends on blog posts existing.,"[""BC-035""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-037,Independent,Violation,sponsor a summit,Sponsoring a summit depends on summits being defined/listed.,"[""BC-042"", ""BC-047""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-038,Independent,Violation,register for a summit,Summit registration depends on summits existing to register for.,"[""BC-042"", ""BC-047""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-039,Independent,Violation,get detailed directions to the summit venue,Directions to a summit venue depend on summit venue information being defined.,"[""BC-042"", ""BC-024""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-043,Independent,Violation,list sponsors for my summit,Listing summit sponsors depends on sponsors and their association to the summit.,"[""BC-037"", ""BC-028""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-045,Independent,Violation,see how many seats are left for the summit,Seat availability depends on summit registration/capacity tracking.,"[""BC-038""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-046,Independent,Violation,see specific details on summits,Viewing summit details depends on summit information being created/maintained.,"[""BC-042""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-047,Independent,Violation,see a list of all the summits,Listing summits depends on summits being created/defined.,"[""BC-042""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-050,Independent,Violation,Link to my sponsorship profile from my job listings,Requires both job listings and a sponsorship profile/page to exist.,"[""BC-052"", ""BC-064""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-053,Independent,Violation,view the job board,Viewing a job board depends on jobs existing to display.,"[""BC-052""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-055,Independent,Violation,see the schedule,Seeing the schedule depends on schedule data being created/populated.,"[""BC-054"", ""BC-058""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-056,Independent,Violation,see the final list of sessions approved,Depends on sessions being submitted and then approved/accepted.,"[""BC-063"", ""BC-058""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-057,Independent,Violation,bulk approve sessions as accepted,Bulk approval depends on sessions existing to approve.,"[""BC-063""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-061,Independent,Violation,edit my session,Editing a session depends on a session having been submitted/created.,"[""BC-063""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-062,Independent,Violation,"register to speak at BADCamp, so that I submit a session",This is effectively about submitting a session and depends on session submission capability.,"[""BC-063""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-063,Independent,Violation,submit a session at BADCAMP,Submitting a session as an authenticated user depends on user registration/account creation.,"[""BC-068""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-064,Independent,Violation,personalize my sponsorship page,Personalizing a sponsorship page depends on a sponsorship page/profile existing.,"[""BC-023""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-065,Independent,Violation,see a list of all the summits that include when they are,Listing summits with dates depends on summits being created/defined.,"[""BC-042""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-067,Independent,Violation,find a link in the menu that links to the registration form,A menu link to the registration form depends on the registration form existing.,"[""BC-068""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-069,Independent,Violation,find session information,Finding session information depends on sessions being submitted/available and likely on an approved list to browse.,"[""BC-056"", ""BC-063""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-007,Minimal,No Violation,"As a trainingcoordinator, I want to have an admin view that helps track registration status for each attendee so that, so that we can see if attendend, refunded, no show.","The status examples are part of the desired capability, not implementation/procedural notes.",[],Moderate,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-016,Minimal,No Violation,"I want to have the training options clearly marked for the following information: day and time of training, title, short summary, trainers, level, number of registrations, remaining registrations, location of training, link to full details of the training, register now link",The list is part of the requested functionality (means) and not implementation/testing/procedural notes.,[],Moderate,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-017,Minimal,No Violation,I want to have a training landing page with an intro section and a list of all training offerings and promote call for trainings,"Contains only role, means, and rationale.",[],High,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-027,Minimal,No Violation,"As a authenticateduser, I want to See a payment page to pay for my individual sponsorships as the third step of the registration process so that pay for my sponsorship.","Step placement is part of the requested behavior/flow, not implementation or testing notes.",[],Moderate,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-066,Minimal,No Violation,"As a authenticateduser, I want to Be offered several choices of idividual sponsorship on the second page of registration, so that I can be awesome and financially support the camp.",Page placement is part of the requested flow; no extra implementation/testing notes.,[],Moderate,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-003,Problem-oriented,No Violation,I want to email all the trainers at once from the website,Describes a communication need; does not mandate specific UI/technical implementation.,[],Moderate,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-007,Problem-oriented,No Violation,have an admin view that helps track registration status,Asks for an administrative capability; does not prescribe concrete UI widgets or technical mechanisms.,[],Moderate,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-010,Problem-oriented,No Violation,tie in a cancellation deadline to whatever registration / cancellation workflow exists,Expresses a policy/need (deadline enforcement) without dictating implementation details.,[],Moderate,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-013,Problem-oriented,No Violation,have a view that is attached to their training node that shows all attendee information,Requests access to attendee information; 'view attached to node' is contextual but not a concrete widget/technical mechanism mandate.,[],Moderate,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-014,Problem-oriented,No Violation,have an admin view where all trainee information is shown and can be filtered,Describes administrative need (see/filter trainee info) without specifying implementation details beyond general capability.,[],Moderate,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-030,Problem-oriented,No Violation,Enter payment information and have my card charged,Describes the desired outcome (pay) without specifying technical mechanisms or UI widgets.,[],High,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-039,Problem-oriented,No Violation,get detailed directions to the summit venue,States need (directions) without prescribing UI/technical mechanism.,[],High,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-050,Problem-oriented,No Violation,Link to my sponsorship profile from my job listings,States a linking/navigation goal without prescribing specific UI widgets or technical mechanisms.,[],Moderate,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-054,Problem-oriented,No Violation,assign a room to a time slot and a location,Describes scheduling/assignment need; does not prescribe technical mechanisms or UI widgets.,[],Moderate,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-057,Problem-oriented,No Violation,bulk approve sessions as accepted,States an administrative efficiency need; does not prescribe specific technical implementation.,[],High,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-068,Problem-oriented,No Violation,fill out a user registration form,"Describes the user goal (register/get an account) without prescribing technical mechanisms; 'form' is a generic interaction, not a concrete widget specification beyond the domain norm.",[],Moderate,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-019,Unambiguous,No Violation,find out where the coding lounge is and what time it is open,Location and opening hours for the coding lounge are clearly requested.,[],High,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-020,Unambiguous,Violation,refund sponsorship money that was processed via stripe,"Ambiguous whether refunds are full/partial, single vs bulk, and whether it refers to Stripe API refund vs internal status only.",[],Moderate,No Violation,FP
