model,provider,project,run,story_id,criterion,decision,evidence,rationale,related_story_ids,confidence,ground_truth
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-006,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-016,Minimal,No Violation,,"The story contains only role, means, and ends, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-017,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-019,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-020,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-021,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-024,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-025,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-028,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-030,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-031,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-032,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-033,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-034,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-035,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-036,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-037,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-038,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-039,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-040,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-041,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-043,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-044,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-045,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-046,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-059,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-002,Problem-oriented,No Violation,,The story describes a user need (personalized search based on profile) without prescribing technical implementation details.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-003,Problem-oriented,No Violation,,The story describes a user need (collaborative discovery) without prescribing specific technical algorithms or UI widgets.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-004,Problem-oriented,No Violation,,The story describes a user need (finding similar content) without prescribing the underlying technical implementation.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-008,Problem-oriented,No Violation,,The story focuses on the user's need to get information about similar items without dictating how similarity is calculated or displayed.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-009,Problem-oriented,No Violation,,The story focuses on the user's need to get information about perceptually similar items without dictating the technical algorithm.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-010,Problem-oriented,No Violation,,The story describes a user need for recommendations without prescribing the technical implementation.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-011,Problem-oriented,No Violation,,The story describes a user need for location-based news recommendations without prescribing the technical implementation.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-012,Problem-oriented,No Violation,,The story describes a user need (identifying persons in videos) without prescribing the facial recognition algorithm or technical mechanism.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-013,Problem-oriented,No Violation,,The story describes a user need (identifying products) without prescribing the technical mechanism.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-014,Problem-oriented,No Violation,,The story describes a user need (identifying logos) without prescribing the technical mechanism.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-015,Problem-oriented,No Violation,,The story describes a user need (identifying brands) without prescribing the technical mechanism.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-029,Problem-oriented,No Violation,,The story describes a need to identify volunteer types without prescribing the technical mechanism.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-047,Problem-oriented,No Violation,,The story describes a need to group similar calls without prescribing the technical mechanism.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-048,Problem-oriented,No Violation,,The story describes a need to identify the number of whales without prescribing the technical mechanism.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-049,Problem-oriented,No Violation,,The story describes a need to know when to interrupt a volunteer without prescribing the technical mechanism.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-051,Problem-oriented,No Violation,,The story describes a need to know when to educate a volunteer without prescribing the technical mechanism.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-053,Problem-oriented,No Violation,,The story describes a need to determine which education piece to give without prescribing the technical mechanism.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-054,Problem-oriented,No Violation,,The story describes a need to detect interesting comments without prescribing the technical mechanism.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-055,Problem-oriented,No Violation,,The story describes a need to know when a bot should comment without prescribing the technical mechanism.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-056,Problem-oriented,No Violation,,The story describes a need to know when a bot should give an explanation without prescribing the technical mechanism.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-057,Problem-oriented,No Violation,,The story describes a need to determine what a bot should say without prescribing the technical mechanism.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-058,Problem-oriented,No Violation,,The story describes a need to group subjects by similarity without prescribing the technical mechanism.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-060,Problem-oriented,No Violation,,The story describes a need to see a summary of articles without prescribing the technical mechanism.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-004,Unambiguous,No Violation,,The story clearly specifies the type of items (music or ringback tones) and the basis for similarity (content similarity to a music video).,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-005,Unambiguous,Violation,other relevant listening path,The phrase 'other relevant listening path' is vague and open to multiple materially different interpretations.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-009,Unambiguous,No Violation,,"The story explicitly specifies 'perceptually similar', removing ambiguity about the type of similarity.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-028,Unambiguous,Violation,detect when a scientist should be prompted,The condition 'when a scientist should be prompted' is underspecified and lacks clear criteria.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-042,Unambiguous,Violation,etc,The use of 'etc' makes the list of important features open-ended and underspecified.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-043,Unambiguous,No Violation,,The requirement to assess probability/weight based on experience is clear.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-053,Unambiguous,Violation,which piece of education I should give,The criteria for selecting the piece of education are underspecified.,[],High,Uncertain
