story_id,project,user_story,qus_dimension,qus_criterion,decision,evidence,rationale,context_used,related_story_ids,notes
BC-051,BADCamp,"As a anonymoususer, I want to learn about posting jobs as a sponsor and contact the sponsorship person, so that I have the opportunty to post my job listing on the BADCamp site.",Semantic,Conceptually sound,No Violation,,,Story only,,
BC-051,BADCamp,"As a anonymoususer, I want to learn about posting jobs as a sponsor and contact the sponsorship person, so that I have the opportunty to post my job listing on the BADCamp site.",Semantic,Problem-oriented,No Violation,,,Story only,,
BC-051,BADCamp,"As a anonymoususer, I want to learn about posting jobs as a sponsor and contact the sponsorship person, so that I have the opportunty to post my job listing on the BADCamp site.",Semantic,Unambiguous,Violation,learn about posting jobs as a sponsor and contact the sponsorship person,"The wording contains vague terms, unclear references, alternatives, or abstractions that allow materially different interpretations.",Story only,,
BC-051,BADCamp,"As a anonymoususer, I want to learn about posting jobs as a sponsor and contact the sponsorship person, so that I have the opportunty to post my job listing on the BADCamp site.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
BC-051,BADCamp,"As a anonymoususer, I want to learn about posting jobs as a sponsor and contact the sponsorship person, so that I have the opportunty to post my job listing on the BADCamp site.",Pragmatic,Full sentence,No Violation,,,Story only,,
BC-051,BADCamp,"As a anonymoususer, I want to learn about posting jobs as a sponsor and contact the sponsorship person, so that I have the opportunty to post my job listing on the BADCamp site.",Pragmatic,Estimatable,Violation,learn about posting jobs as a sponsor and contact the sponsorship person,"The ambiguity or vagueness directly affects the expected scope or behavior, making a reasonable estimate difficult.",Story + Backlog,,
BC-051,BADCamp,"As a anonymoususer, I want to learn about posting jobs as a sponsor and contact the sponsorship person, so that I have the opportunty to post my job listing on the BADCamp site.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
BC-051,BADCamp,"As a anonymoususer, I want to learn about posting jobs as a sponsor and contact the sponsorship person, so that I have the opportunty to post my job listing on the BADCamp site.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
BC-051,BADCamp,"As a anonymoususer, I want to learn about posting jobs as a sponsor and contact the sponsorship person, so that I have the opportunty to post my job listing on the BADCamp site.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
BC-051,BADCamp,"As a anonymoususer, I want to learn about posting jobs as a sponsor and contact the sponsorship person, so that I have the opportunty to post my job listing on the BADCamp site.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
BC-052,BADCamp,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",Syntactic,Well-formed,No Violation,,,Story only,,
BC-052,BADCamp,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",Syntactic,Atomic,No Violation,,,Story only,,
BC-052,BADCamp,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",Syntactic,Minimal,No Violation,,,Story only,,
BC-052,BADCamp,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",Semantic,Conceptually sound,No Violation,,,Story only,,
BC-052,BADCamp,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",Semantic,Problem-oriented,No Violation,,,Story only,,
BC-052,BADCamp,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",Semantic,Unambiguous,No Violation,,,Story only,,
BC-052,BADCamp,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
BC-052,BADCamp,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",Pragmatic,Full sentence,No Violation,,,Story only,,
BC-052,BADCamp,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,
BC-052,BADCamp,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
BC-052,BADCamp,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
BC-052,BADCamp,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
BC-052,BADCamp,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
BC-053,BADCamp,"As a authenticateduser, I want to view the job board, so that I can look for an interesting Drupal gig!.",Syntactic,Well-formed,No Violation,,,Story only,,
BC-053,BADCamp,"As a authenticateduser, I want to view the job board, so that I can look for an interesting Drupal gig!.",Syntactic,Atomic,No Violation,,,Story only,,
BC-053,BADCamp,"As a authenticateduser, I want to view the job board, so that I can look for an interesting Drupal gig!.",Syntactic,Minimal,No Violation,,,Story only,,
BC-053,BADCamp,"As a authenticateduser, I want to view the job board, so that I can look for an interesting Drupal gig!.",Semantic,Conceptually sound,No Violation,,,Story only,,
BC-053,BADCamp,"As a authenticateduser, I want to view the job board, so that I can look for an interesting Drupal gig!.",Semantic,Problem-oriented,No Violation,,,Story only,,
BC-053,BADCamp,"As a authenticateduser, I want to view the job board, so that I can look for an interesting Drupal gig!.",Semantic,Unambiguous,Violation,view the job board,"The wording contains vague terms, unclear references, alternatives, or abstractions that allow materially different interpretations.",Story only,,
BC-053,BADCamp,"As a authenticateduser, I want to view the job board, so that I can look for an interesting Drupal gig!.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
BC-053,BADCamp,"As a authenticateduser, I want to view the job board, so that I can look for an interesting Drupal gig!.",Pragmatic,Full sentence,No Violation,,,Story only,,
BC-053,BADCamp,"As a authenticateduser, I want to view the job board, so that I can look for an interesting Drupal gig!.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
BC-053,BADCamp,"As a authenticateduser, I want to view the job board, so that I can look for an interesting Drupal gig!.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
BC-053,BADCamp,"As a authenticateduser, I want to view the job board, so that I can look for an interesting Drupal gig!.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
BC-053,BADCamp,"As a authenticateduser, I want to view the job board, so that I can look for an interesting Drupal gig!.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
BC-053,BADCamp,"As a authenticateduser, I want to view the job board, so that I can look for an interesting Drupal gig!.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
